uhhidfs,uhhidp,d1_1,d1_2,d1_3,d1_4,d1_5,d1_6,d1_7,d1_13,d1_14,d1_8,d1_9,d1_10,d1_11,d1_12,d2,d2other,d3,d3other,d4,d4other,d5,d6
3984,1000733,0.5,1,0.5,29,0.5,0.5,0.5,0.5,999,999,999,0.1,0.02,999,1,NA,4,NA,2,NA,15,7
1553,1000866,0.25,1,0.5,2,3.5,0.25,0.25,0.25,999,999,999,1,1,1,5,NA,2,NA,2,NA,15,7
1550,1002560,1,3,0.25,0.25,3,1,0.25,0.25,999,3,999,0.25,0.25,0.25,5,NA,4,NA,13,NA,20,6
1352,3000253,1,2,3,25,20,0.5,1.5,4,8,5,20,20,1,5,2,NA,4,NA,4,NA,20,7
3762,1002534,5,10,0.25,1,15,10,5,5,999,999,999,0.25,0.25,0.25,5,NA,4,NA,9,NA,30,7
1536,1001074,0.5,2,3,4,4,2,4,4,999,999,999,4,4,1,1,NA,2,NA,4,NA,10,6
1531,1000865,2,3.5,2,3.6,3.5,3,3.5,3.5,999,999,999,3,3.2,2,5,NA,2,NA,4,NA,30,7
3784,1000273,3,6,0.2,20,3,0.2,0.2,0.2,999,999,999,5,5,0.1,1,NA,2,NA,4,NA,30,7
1522,3002626,1.5,3,0.4,0.4,5,1.6,1.5,5,999,5,999,1.5,1.5,1.5,7,NA,4,NA,9,NA,15,1
3948,3001273,1,1,1,28,1,0.1,1,1,1,6,6,1,1,6,5,NA,4,NA,4,NA,15,2
3310,3001601,0.6,0.7,0.5,25,1,0.8,0.4,0.4,0.4,1,25,0.4,0.4,25,1,NA,4,NA,4,NA,20,3
2594,1001223,4,8,1.5,8,7,0.5,0.4,9,999,999,999,2,0.05,8,5,NA,4,NA,4,NA,5,7
3781,3001616,0.3,0.2,0.5,22,5,0.3,0.1,0.4,999,999,999,0.4,0.2,0.2,1,NA,2,NA,4,NA,2,7
1551,3000287,0.25,1,0.5,2,3.5,0.25,1,1,999,999,999,1,1,0.25,5,NA,2,NA,2,NA,0.25,1
3360,3002497,0.5,1,0.5,29,1,0.5,0.5,1,999,999,999,0.5,0.4,0.5,1,NA,4,NA,4,NA,15,6
3817,3000838,1,1,1,999,3,1.5,0.2,2,999,999,999,2,1,0.5,5,NA,2,NA,4,NA,10,4
4023,3001295,1.5,1,1,43,1,0.5,1,10,999,9,999,1.5,1,1,5,NA,2,NA,2,NA,15,2
2911,3002504,1,4,0.25,0.25,4,0.5,0.25,0.25,999,999,999,0.25,0.25,1,5,NA,4,NA,9,NA,30,6
1375,1000873,3,1,0.5,3,5,1,0.4,4,999,3,3,0.2,1,4,1,NA,4,NA,4,NA,1,4
3770,1001845,5,6,6,5.2,7,2,6,6,999,999,999,6,6,5.2,5,NA,2,NA,2,NA,60,6
3952,1001216,0.5,6,0.3,29,8,0.5,0.5,6,29,6,999,0.5,0.5,5,2,NA,4,NA,4,NA,15,2
1519,3002658,1.4,3.5,0.5,0.4,4,1,0.8,4,999,4,999,1,1,0.9,1,NA,4,NA,9,NA,2,2
2589,3002836,0.6,1,0.2,22,1.2,0.5,0.5,1.5,1.5,1,22,1.5,0.4,1,1,NA,4,NA,4,NA,40,7
1980,3001705,0.2,1.5,1.5,12,1.5,0.3,0.5,1,999,999,999,0.4,0.4,2,2,NA,4,NA,4,NA,10,7
23,3002493,0.5,1,0.5,23,1.5,0.5,0.5,1.5,999,999,999,0.5,0.1,0.5,1,NA,4,NA,4,NA,25,1
1376,1000616,0.5,1.5,1.5,3,2,0.05,0.5,0.5,999,2,4,0.5,0.5,2,1,NA,4,NA,4,NA,10,7
3768,1000245,1,3,0.5,1.5,1.5,0.25,0.5,0.5,999,999,999,0.5,0.5,0.25,5,NA,2,NA,2,NA,20,7
2534,1001164,1,1.5,1.5,18,6,0.5,0.025,7,18,18,18,0.25,0.25,6,2,NA,4,NA,4,NA,60,1
2588,3002622,0.5,0.7,0.5,22,1,0.5,1,1,1,0.5,22,1,0.2,0.6,1,NA,4,NA,4,NA,20,7
1367,1001220,6,5,1,1,6,0.5,0.3,0.3,999,999,999,2,0.04,8,1,NA,4,NA,4,NA,0.06,4
1353,3000252,1,2,3,25,20,2,2,4,9,5,20,20,1.5,5,2,NA,4,NA,4,NA,20,7
4039,3000284,1,5,5,29,6,0.5,0.3,7,17,8,999,1,1,6,1,NA,4,NA,4,NA,20,6
1972,3002184,1,3,2.5,2.5,6,0.2,3,3,999,999,999,0.4,0.2,3,1,NA,4,NA,4,NA,2,4
1698,3002779,0.5,1.5,0.5,30,2,0.5,0.5,2,25,7,999,0.5,0.5,1,8,NA,4,NA,4,NA,20,6
3313,1001213,0.1,3,0.2,32,0.5,0.5,0.6,0.6,0.6,7,8,1,0.6,7,1,NA,2,NA,2,NA,30,7
3806,1001823,1,10,1,9,13,0.5,3,13,999,999,999,8,3,13,7,NA,4,NA,4,NA,5,7
1555,3000288,0.5,2,2,2.5,4,1,1,1,999,3,999,2,2,0.5,5,NA,2,NA,2,NA,15,6
1517,1002255,1.5,5,0.3,0.3,3.5,1.5,1,3,999,3,999,1.5,1.5,1.5,1,NA,4,NA,9,NA,5,6
1695,1000639,3,3,3,32,5,1,1,20,20,7,999,3,3,10,1,NA,4,NA,4,NA,15,2
1342,3002628,1.5,2.5,0.5,20,2.5,0.5,0.5,2.5,2.5,3,20,20,0.5,2.5,2,NA,4,NA,4,NA,15,7
2596,1001806,0.2,2,1.5,18,2,0.2,1,1,999,999,999,1,2.5,5,1,NA,4,NA,4,NA,5,4
3780,3001617,0.3,0.2,0.5,22,6,0.3,0.1,0.4,999,999,999,0.4,0.1,0.4,2,NA,2,NA,4,NA,2,7
2912,3000479,0.5,2,0.25,1,1,0.25,0.25,0.25,999,999,999,0.25,0.25,0.25,5,NA,4,NA,4,NA,10,7
2882,1001200,0.4,1.2,0.4,4,1,0.1,0.2,0.2,999,999,999,0.2,0.2,5,1,NA,4,NA,4,NA,5,3
3786,3001618,0.2,0.2,0.5,22,6,0.2,0.1,0.4,999,999,999,0.4,0.1,0.3,5,NA,2,NA,4,NA,15,7
3987,3002496,0.2,1.5,1.5,20,3,0.4,0.3,10,10,20,20,1.5,0.2,10,1,NA,4,NA,9,NA,20,6
3790,1002556,2,2,2,21,2,1.5,3,3,999,2.5,999,2.5,2.5,1,1,NA,2,NA,9,NA,20,7
3995,1001733,0.03,0.5,0.5,18,0.5,0.5,0.3,15,18,999,18,0.5,0.3,4,1,NA,4,NA,9,NA,50,7
1350,3000255,1,2,3,25,3,0.2,1,1,10,25,23,4,1,10,2,NA,2,NA,4,NA,30,7
1556,1000801,1,1.5,2,2,2,0.25,0.25,0.25,999,999,999,4,1,0.25,5,NA,4,NA,2,NA,15,7
3967,1001189,1,2,0.5,36,2,0.5,0.2,3,37,5,999,0.2,0.2,2,2,NA,2,NA,2,NA,20,2
1524,1002558,1,4,0.5,0.5,6,1,1,5,999,6,999,1,1,1,5,NA,4,NA,9,NA,15,6
4057,3001214,0.2,2,0.3,40,4,0.2,0.5,7,39,6,999,0.3,0.3,6,1,NA,4,NA,2,NA,10,2
1336,3002652,0.5,999,1,999,999,0.5,1,999,999,999,999,0.5,0.1,999,2,NA,4,NA,4,NA,3,6
3986,3002499,0.5,1.5,1.5,20,3,0.3,0.3,10,10,20,20,1.5,0.3,10,1,NA,4,NA,9,NA,20,7
1374,1000995,0.8,1,1,5,3,3,0.3,0.3,999,999,5,0.3,2,5,1,NA,4,NA,4,NA,10,4
4022,3001296,1.5,1,0.5,3,1,0.5,1.5,42,999,9,999,2,1,0.5,5,NA,2,NA,2,NA,5,2
3975,3000516,0.3,2,1,28,1,0.2,0.5,0.5,999,999,999,0.5,0.1,2,1,NA,4,NA,4,NA,14,7
2857,3002569,0.5,3,2.5,35,2,0.2,0.5,0.5,29,5,999,0.5,0.5,5,1,NA,4,NA,4,NA,5,6
1967,3001695,2,3.5,1.5,5,4,0.2,2,2,999,999,999,0.4,0.5,8,1,NA,4,NA,4,NA,15,4
3345,3001304,0.7,1.5,0.7,23,3,0.5,0.3,14,14,14,23,1,1,4,1,NA,2,NA,2,NA,20,6
22,3000855,0.5,2,0.5,30,1.5,0.2,0.5,0.5,999,999,999,0.2,0.1,999,1,NA,2,NA,1,NA,15,6
4048,3000517,0.5,1,0.5,28,1,0.5,0.5,0.5,999,999,999,0.5,0.2,0.5,1,NA,4,NA,4,NA,14,7
1548,3002507,1,3,0.25,0.25,3,1,0.25,0.25,999,3,999,0.25,0.25,1,5,NA,4,NA,4,NA,20,5
3944,1002489,3,4,4,25,6,1,4,4,5,7,25,5,1,7,1,NA,4,NA,2,NA,30,7
2598,1001915,1,3,1,5,1,0.3,0.2,0.2,999,999,999,0.2,0.2,8,2,NA,4,NA,4,NA,5,7
3966,1001848,1,4,1,35,6,0.5,0.5,5,38,5,999,1,0.5,5,1,NA,12,NA,9,NA,20,6
3937,3000513,0.7,4,3,30,3,0.5,0.6,0.5,0.5,5,5,0.5,0.5,5,1,NA,4,NA,4,NA,35,7
2922,3000504,0.25,5,0.25,3,3,0.02,0.25,0.25,999,999,999,0.25,0.25,0.25,5,NA,4,NA,4,NA,15,6
1372,3002787,2,5,0.5,0.5,4,1,5,8,10,4,9,0.2,0.2,4,1,NA,4,NA,4,NA,1,7
2529,3000485,1,5,0.25,3,3,0.25,0.25,0.25,999,999,999,0.25,0.25,0.25,5,NA,4,NA,11,NA,15,6
3340,3002446,1,2,0.5,28,5,1,0.5,8,15,8,28,0.5,0.5,6,1,NA,4,NA,4,NA,25,7
3317,3001725,1,4,5,22,4,0.5,1,1,999,4,1,1,1,1,1,NA,4,NA,10,NA,10,7
2538,3002783,1,2,1.5,18,6,2,0.25,15,18,18,18,0.25,0.25,6,1,NA,4,NA,12,NA,30,7
2518,1000635,1,2,1,3,3,0.25,1,1,999,999,999,1,1,1,5,NA,2,NA,2,NA,120,2
2523,1002565,0.25,1,1,1,3,0.25,1,1,999,999,999,1,0.25,0.25,5,NA,4,NA,4,NA,15,6
3794,3001219,2,4,2,22,4,3,4,4,999,999,999,4,4,0.2,1,NA,2,NA,4,NA,30,7
1994,3002770,0.5,2,3,36,3,1,1,1,36,999,999,1,0.3,3,5,NA,4,NA,4,NA,20,3
2516,3001210,3,6,2,3,5,1.5,1.5,1.5,999,999,999,1.5,1.5,1.5,5,NA,4,NA,4,NA,15,6
20,3000854,0.5,0.6,0.5,999,0.5,1,0.2,0.3,999,999,999,0.4,0.1,999,2,NA,2,NA,6,NA,15,5
3943,1001829,3,4,4,25,8,1,4,4,4,8,8,4,1,8,5,NA,4,NA,2,NA,30,7
2515,3001207,0.5,3,0.25,2.5,3,0.25,0.25,0.25,999,999,999,0.25,0.25,1.5,5,NA,2,NA,2,NA,15,6
2601,1001805,1,3,1,4,1,1,1,1,999,999,999,1,1,8,2,NA,4,NA,4,NA,2,4
35,1000627,0.5,2,0.5,30,1.5,0.5,0.6,0.5,999,999,999,0.6,0.02,0.6,1,NA,4,NA,2,NA,15,6
1371,3002782,2,4.5,0.5,0.5,5,2,8,8,999,999,10,1,0.5,8,1,NA,4,NA,4,NA,2,4
3743,3000257,1,1.5,1.5,20,14,2,1,20,20,20,20,1,1,7,2,NA,2,NA,2,NA,20,1
3821,3000833,2,2,2,999,3,1,0.8,0.8,999,999,999,2,0.5,1.5,5,NA,2,NA,4,NA,15,4
30,3000505,0.5,0.6,0.5,999,999,0.2,0.1,0.1,999,999,999,0.1,0.02,999,1,NA,4,NA,4,NA,20,6
1540,3001060,0.2,4,0.2,4,3.5,2.5,4,4,999,999,999,3.5,3.5,0.5,1,NA,2,NA,4,NA,5,7
2524,3002844,0.25,1,1,1,3,0.25,1,1,999,999,999,1,0.25,1,5,NA,4,NA,4,NA,15,7
3934,1000209,1,2,1,30,1,0.5,1,1,10,1,1,1,1,10,2,NA,4,NA,4,NA,20,7
14,3001621,1,1,1,55,1,0.5,0.5,8,43,7,999,0.5,0.5,7,1,NA,2,NA,4,NA,10,7
3939,3001615,0.3,12,5,32,5,0.5,0.3,0.3,0.3,5,5,0.3,0.3,5,2,NA,4,NA,4,NA,35,7
3316,1000126,0.5,2.5,0.2,26,0.1,0.5,0.3,0.3,0.3,3,3,0.3,0.3,26,1,NA,4,NA,2,NA,25,7
4037,3002846,0.5,2,2,23,2,0.6,0.6,0.6,10,999,999,0.2,0.1,0.5,10,NA,4,NA,4,NA,20,6
3309,3002601,0.3,0.5,0.4,23,0.8,0.8,1,1,1,0.5,22,0.5,0.5,0.6,2,NA,4,NA,4,NA,15,7
1969,3002186,0.5,3,0.5,5,5,0.1,0.2,3,999,999,999,0.2,0.3,3,2,NA,4,NA,4,NA,10,7
1544,1000621,0.2,0.1,1,1,5,1,0.1,3,999,999,999,3,3,1.5,5,NA,4,NA,2,NA,5,7
3749,1002245,2,8,0.5,35,0.5,2,2,20,2,2,35,2,2,0.5,1,NA,2,NA,9,NA,80,2
2815,3000285,2,6,1.5,29,9,1,0.5,5,16,8,999,1.5,1.5,10,2,NA,4,NA,4,NA,20,6
1358,3002655,0.5,8,0.6,28,8,0.5,0.6,8,8,8,999,0.5,0.5,0.6,5,NA,4,NA,9,NA,10,4
3936,1000265,1,3,1,35,1,1,1,1,1,12,12,1,1,12,2,NA,4,NA,2,NA,40,7
4042,1002491,1,2,2,39,6,0.5,2,2,38,6,999,2,2,6,1,NA,4,NA,4,NA,15,7
4012,3000278,1,2,1,39,4,2,2,9,999,8,999,2,2,0.5,5,NA,4,NA,4,NA,10,4
3951,1001165,2,5,2,28,8,1,0.5,7,17,7,999,2,2,7,2,NA,4,NA,4,NA,20,2
3813,3002839,1,2,0.5,28,3,1.5,0.6,2,999,999,999,2,0.5,0.8,2,NA,4,NA,9,NA,20,6
4053,3001263,0.3,0.5,0.5,24,1,0.2,0.1,0.1,999,999,999,0.1,0.1,0.5,5,NA,4,NA,4,NA,10,7
4007,3002289,0.5,1,0.5,36,0.5,1,0.5,0.5,999,999,999,0.5,0.8,0.5,1,NA,4,NA,4,NA,25,6
4041,1001830,3.5,7,3.5,50,10,1,2,2,52,7,999,2,2,7,1,NA,4,NA,9,NA,45,7
17,1000726,1,1,1,49,1,0.5,0.5,7,45,6,999,1,0.5,6,5,NA,4,NA,4,NA,12,2
2859,1002493,1,4,1,35,2,0.5,0.5,4,38,4,999,0.5,0.5,4,7,NA,2,NA,9,NA,60,2
4050,3000511,0.5,1,0.5,29,1,0.5,0.5,0.5,999,999,999,0.5,0.3,999,1,NA,4,NA,4,NA,12,6
4015,3000312,2,3,1,40,4,1,2,5,999,999,999,2,2,1,5,NA,4,NA,4,NA,30,2
2525,1002564,0.25,1,1,1,3,0.25,1,1,999,999,999,1,0.25,0.25,5,NA,4,NA,4,NA,15,6
16,3000876,1,3,3,45,5,0.5,0.5,5,38,5,999,0.5,0.5,5,5,NA,2,NA,2,NA,9,6
2519,3002290,1.5,2,0.25,1,15,0.5,5,5,999,999,999,1.5,0.5,1.5,2,NA,4,NA,9,NA,20,6
2579,1002551,6,8,6,31,8,6,3.5,8,999,999,999,9,3,3.5,7,NA,4,NA,4,NA,120,4
3947,3001266,2,2,2,30,1,0.5,1,1,1,6,6,1,0.5,6,1,NA,4,NA,4,NA,30,7
3938,3000508,0.5,2,2,34,2,0.3,0.5,0.5,0.5,5,30,0.5,0.5,5,2,NA,4,NA,4,NA,20,6
1564,3000839,1.5,1.5,0.25,1,3,0.1,0.5,0.5,999,999,999,0.5,0.5,0.5,5,NA,2,NA,2,NA,10,1
2574,1002542,1.5,4,4.5,22,4.5,2,1.5,1.5,999,4.5,999,1.2,1.2,1.2,5,NA,4,NA,9,NA,15,6
3929,3001722,0.5,0.5,75,37,1,0.5,0.4,0.3,0.4,7,7,0.4,0.4,7,2,NA,4,NA,2,NA,20,7
4016,3000313,1,1.5,0.5,38,4,1,1,1,999,38,999,1,0.5,1,5,NA,4,NA,4,NA,15,4
3991,3002847,0.3,3,3,25,4,0.5,0.5,12,15,25,25,3,0.5,15,1,NA,4,NA,12,NA,30,2
3792,1002557,3,3,3,22,3,2,3,3,999,2.5,999,3,3,0.5,1,NA,2,NA,9,NA,20,7
1976,3001702,0.4,2,1,4,1,0.4,0.2,0.2,999,999,999,0.2,0.1,1,2,NA,4,NA,4,NA,5,4
2858,1001941,1,2,2,36,6,0.5,0.5,5,39,4,999,0.5,0.5,5,8,NA,2,NA,9,NA,60,6
3359,1001172,0.5,15,0.6,999,6.8,0.6,0.8,999,9.5,999,999,0.5,0.5,999,1,NA,4,NA,4,NA,10,7
2604,1001807,0.2,2,0.4,1,1,0.2,0.6,0.6,999,999,999,0.5,0.5,8,1,NA,4,NA,4,NA,2,4
2545,3001287,1,3,0.5,15,2,0.5,1,10,5,2,2,1,1,2,2,NA,2,NA,4,NA,30,2
1378,1000133,0.03,3,2.5,3,5,0.02,3,3,4,3,3,3,0.1,3,1,NA,2,NA,2,NA,1,7
2535,3000283,1,1.5,1.5,15,6,0.5,0.25,7,15,15,15,0.25,0.25,6,1,NA,4,NA,4,NA,60,2
2548,1000792,1,1,1,20,1,1,0.5,2,6,2,20,2,0.5,6,1,NA,2,NA,2,NA,30,2
2562,3002577,1,3.5,0.1,22,3,1,1.5,1.5,999,7,999,1.5,0.1,0.1,1,NA,4,NA,9,NA,30,6
1975,3001703,0.3,2,1,1,1,0.3,0.3,0.3,999,999,999,0.3,0.3,30,1,NA,4,NA,4,NA,5,4
2551,1001435,1.5,1.5,1.5,20,1,0.5,0.002,4,4,9,9,3,0.002,9,1,NA,2,NA,2,NA,30,7
2552,1001214,1,2,2,25,5,0.5,0.002,8,8,10,25,6,5,7,1,NA,2,NA,5,NA,15,2
1343,3002654,0.5,2,0.5,20,2.5,0.5,2,2,2,2.5,27,20,0.4,2.5,2,NA,4,NA,4,NA,30,7
1520,3002627,1.5,5,0.5,0.5,5,1.5,1,4,999,4,999,1,1,1,1,NA,4,NA,9,NA,3,7
4045,3001215,0.5,1,0.5,40,6,0.1,0.3,4,41,5,999,0.3,0.3,5,1,NA,2,NA,4,NA,20,7
1351,3000254,1,3,3.5,20,5,0.3,1.5,4.5,15,20,25,25,1,5,2,NA,2,NA,4,NA,35,2
2540,1002253,0.5,6,0.25,18,8,0.002,0.5,15,18,18,18,0.5,0.5,7,1,NA,4,NA,13,NA,30,6
2536,1001222,0.5,1.5,0.5,18,6,0.5,0.2,18,15,15,18,0.5,0.5,6,1,NA,4,NA,4,NA,30,2
4040,1001158,1,4.5,1,39,1,0.5,0.5,2,39,5,999,0.5,0.5,5,1,NA,2,NA,2,NA,16,2
2557,3002445,1,2,1,28,4.5,2,0.5,16,15,9,28,0.5,0.5,6,1,NA,4,NA,4,NA,40,6
3945,1002067,2,3,3,25,6,0.2,4,4,4,6,25,4,4,6,1,NA,2,NA,4,NA,15,7
3744,1001188,0.5,1,0.5,25,1.5,0.3,0.5,15,14,14,25,1.5,1.5,8,1,NA,2,NA,2,NA,20,7
28,3000595,0.5,1,0.5,29,2,1,0.5,2,2,30,50,2,1.5,5,1,NA,4,NA,4,NA,15,7
2561,3002498,0.5,1.5,1.5,20,3,0.3,0.3,10,10,20,20,1.5,0.3,10,1,NA,4,NA,9,NA,20,7
1993,3000059,1.7,2,1,999,1.5,0.5,0.5,5,999,999,999,0.5,0.5,0.6,5,NA,4,NA,4,NA,10,4
2572,3002834,1.2,4,4.5,18,4,1,1.2,1.2,999,5,999,1.2,1.2,1,1,NA,4,NA,9,NA,20,7
2568,3002025,1,4,5,22,5,4,1,1,999,5,999,1,1,1,7,NA,4,NA,4,NA,15,6
33,3002852,0.6,3,0.5,29,0.6,0.2,0.5,0.6,999,999,999,0.4,0.2,0.4,1,NA,4,NA,4,NA,15,6
1545,1000637,0.5,0.3,1.5,1.5,5,1,0.1,3,999,999,999,1.5,1.5,1.5,5,NA,4,NA,2,NA,5,6
3801,1000213,2,5,2,3,2,0.5,2.4,2.4,999,999,999,0.5,0.4,9,1,NA,4,NA,4,NA,1,4
2526,3002500,0.25,1,1,1,3,0.25,1,1,999,999,999,1,0.25,0.25,5,NA,4,NA,4,NA,10,6
4013,3000277,2,1,2,38,2,0.5,2,6,999,6,999,1,2,0.2,2,NA,4,NA,4,NA,10,2
3810,1002497,3,5,3,25,5,6,2,7,999,12,999,7,2,3,7,NA,2,NA,4,NA,30,7
1337,3000282,0.6,2.5,0.6,999,999,1,0.25,4,999,999,999,0.5,0.5,0.25,1,NA,4,NA,4,NA,10,7
2584,1002495,4,5,3,24,4,4,2,4,999,28,999,4,2,2.5,8,NA,4,NA,4,NA,60,4
2877,3002185,0.5,2.5,0.5,6,3,0.2,0.4,4,999,4,999,0.3,0.2,2.5,1,NA,4,NA,4,NA,10,7
1971,3001708,0.3,3,0.5,5,3,0.4,0.3,3,3,999,3,0.5,0.5,4,2,NA,4,NA,4,NA,20,7
3822,1001815,3,999,6,999,8,0.5,0.5,6,999,999,999,6,0.4,0.5,5,NA,4,NA,9,NA,60,3
2576,1002540,1,3,4,22,4,2,1,1,999,5,999,1,1,1,5,NA,4,NA,9,NA,20,7
3940,3000507,0.6,4,3,30,3,0.5,0.5,0.5,0.5,5,30,0.5,0.5,6,2,NA,4,NA,2,NA,15,6
2814,3000286,2,5,2.5,28,7,0.3,0.5,2,15,9,999,2.5,2.5,8,1,NA,4,NA,4,NA,36,2
21,3000856,0.5,1,0.5,26.9,0.8,0.5,0.6,0.5,999,999,999,0.5,0.1,0.6,1,NA,4,NA,4,NA,15,7
1348,3000279,1.5,1,1.5,25,3,0.3,0.3,3,3,3,15,3,0.2,15,2,NA,4,NA,2,NA,15,7
4033,3002494,0.2,5,4,20,6,1,0.2,1,999,999,999,0.2,0.1,0.1,1,NA,4,NA,9,NA,15,7
3779,3001609,1,4,5,22,5,2,1,1,999,5,999,1,1,0.5,1,NA,4,NA,4,NA,20,7
2533,3002653,1,1.5,1.5,9,6,0.25,0.25,7,9,9,9,0.25,0.25,6,1,NA,4,NA,4,NA,30,2
1349,3000270,1.5,1,1.5,25,4,1,0.5,5,5,15,15,5,0.2,5,2,NA,4,NA,2,NA,15,7
3977,3001299,0.5,2,0.5,30,1,0.2,0.5,0.5,999,999,999,0.5,0.3,999,1,NA,2,NA,2,NA,10,2
3341,1000996,1.5,3,4,22,7,1e-4,1.5,25,25,25,25,1.5,1.5,7,1,NA,2,NA,2,NA,50,2
3935,1000210,1,2,1,30,1,0.5,1,1,1,10,10,1,1,10,2,NA,4,NA,2,NA,25,2
3331,1001212,0.5,1.5,0.5,0.5,1.5,0.5,1,1,999,999,999,1,1,1,5,NA,4,NA,4,NA,10,6
1521,3002660,2,5,0.5,0.5,5,1.5,2,6,999,5,999,1.5,1,1,1,NA,4,NA,9,NA,10,2
3814,3002780,1,2,3,999,4,1.5,1,3,999,999,999,2,1,1.5,8,NA,4,NA,9,NA,60,4
1543,1000622,0.3,0.2,1,1,4.5,0.5,0.1,3,999,999,999,3,3,1.5,5,NA,4,NA,2,NA,10,7
3990,3002848,1.5,3,3,25,4,1,0.5,12,12,22,22,3,1.5,12,1,NA,4,NA,9,NA,60,2
3969,3001619,0.5,0.5,0.5,42,7,0.5,0.5,2,37,6,999,2,2,6,2,NA,2,NA,4,NA,10,7
4014,3000311,1,1.5,1,40,3.5,1,1,4,999,8,999,1,1,1.5,5,NA,2,NA,4,NA,30,3
1360,1000253,1.5,2,2.4,39,1,0.5,0.8,6,999,39,999,6,0.4,0.5,5,NA,2,NA,4,NA,8,5
3787,1002248,2.5,2.5,2.5,22,2.5,1.5,3,3,999,3,999,3,3,0.5,5,NA,2,NA,10,NA,10,6
1380,1000134,1.5,2.5,2,4,2,0.3,1.5,2,4,2,2,1,1,2,2,NA,2,NA,2,NA,13,4
1953,1000744,1,2,2.5,35,2,1.2,2.5,2.5,2.5,7,7,2.5,0.6,7,2,NA,2,NA,4,NA,25,7
3777,3001265,1.5,2,2,2,2,0.25,1.5,1.5,999,999,999,2,0.5,0.5,2,NA,4,NA,4,NA,15,6
4000,1001506,0.3,2,2,28,1,1,0.5,15,999,4,28,0.5,0.3,4,1,NA,4,NA,4,NA,45,6
3793,3001394,1,3,1,1,3,0.2,1.5,1.5,999,999,999,0.5,0.5,9,1,NA,2,NA,2,NA,3,7
2553,1000619,2,2.5,5,25,4,2,1e-4,5,5,7,7,5,0.5,7,1,NA,2,NA,2,NA,0.5,7
3961,3002448,0.5,1,0.5,30,2,0.5,0.5,1,28,0.5,999,0.5,0.5,0.5,2,NA,4,NA,4,NA,30,2
1961,1000609,5,3.5,8,45,8,0.2,0.5,0.5,0.5,8,8,0.5,0.1,8,2,NA,2,NA,4,NA,40,7
3772,1001844,5,6,6,5,7,2,6,6,999,999,999,6,6,5,5,NA,2,NA,2,NA,20,6
3321,3001610,1,4,5,22,5,2,1,1,999,5,999,1,1,1,1,NA,4,NA,9,NA,10,6
3955,1000615,1,2,1,39,4,0.5,0.5,5,36,5,999,0.7,0.5,5,1,NA,4,NA,4,NA,36,6
3957,3001280,1,1,2,40,6,0.5,1,6,36,5,999,1,0.5,5,1,NA,2,NA,4,NA,16,2
3823,1001842,4,6,6,999,8.5,1,1,7,999,999,999,7,0.5,0.7,5,NA,4,NA,9,NA,60,3
1558,1000862,0.5,2,2,0.25,2,1,2,2,999,999,999,2,2,3.5,5,NA,2,NA,2,NA,30,7
1968,3001709,0.5,1.5,0.5,7,2,0.5,1,1,999,999,999,0.5,0.2,4,2,NA,4,NA,4,NA,20,3
3311,1001431,0.5,3,0.5,30,0.5,0.3,0.6,0.6,0.5,5,5,0.5,0.5,5,1,NA,4,NA,2,NA,30,6
3775,3001274,2,2,1.5,2,2,0.25,1.5,1.5,999,999,999,2,0.25,0.25,5,NA,8,NA,4,NA,30,2
3358,3000297,0.2,2,0.5,999,1,0.2,0.5,0.5,999,999,999,0.5,0.2,0.5,1,NA,4,NA,4,NA,10,7
2544,3001059,0.5,3,1,12,2,0.5,0.5,10,15,15,12,0.5,0.5,6,1,NA,2,NA,2,NA,30,7
3978,3001297,1.5,2,2,999,2,1,2,999,999,999,999,1,0.5,2,1,NA,2,NA,2,NA,50,6
1563,3001212,0.25,0.25,2,1.5,1.5,0.005,1.5,1.5,999,999,999,1,0.25,45,5,NA,2,NA,2,NA,30,6
2585,3002578,0.5,8,0.4,0.5,22,0.5,0.5,1,1,22,22,0.3,0.3,22,2,NA,4,NA,4,NA,30,7
4003,3002441,0.4,1.5,0.5,29,0.5,0.5,0.5,0.6,999,999,999,0.3,0.1,0.4,1,NA,4,NA,4,NA,15,6
1561,3001209,3,6,2,3,5,1.5,1.5,1.5,999,999,999,1.5,1.5,0.25,5,NA,4,NA,4,NA,15,6
3329,1000246,1,1.5,0.5,0.5,0.5,0.5,1.5,1.5,999,999,999,1.5,1.5,0.02,5,NA,2,NA,2,NA,60,7
1693,1000727,2,2,2,30,2,1,0.5,7,15,5,999,5,2,6,1,NA,4,NA,3,NA,16,2
1356,3002781,0.5,6,0.7,9,4,0.5,0.5,6,9,999,999,0.5,0.5,0.5,5,NA,4,NA,9,NA,10,4
1539,3001058,1.2,4,2,3,3,2,3,3,999,999,999,3,3,0.4,5,NA,2,NA,4,NA,5,7
3812,3002835,1,2.5,0.5,999,1,1,0.5,3,999,2,999,3,0.5,0.8,5,NA,4,NA,9,NA,20,3
3996,1001472,0.1,2,1,20,1,1,1,20,1,999,20,1,1,4,1,NA,4,NA,9,NA,10,6
3771,1001846,5,6,6,5.2,7,2,6,6,999,999,999,6,6,5.2,5,NA,2,NA,2,NA,40,7
2600,1001916,1,3,1,5,1,0.2,0.2,0.2,999,999,999,0.1,0.1,8,2,NA,4,NA,4,NA,5,7
1959,1000286,1,2,1.5,40,2.2,2.6,0.5,0.5,0.5,6,25,0.5,0.5,6,2,NA,2,NA,4,NA,35,4
